ID,Crop_Type,Growth_Stage,Soil_Moisture_pct,Temperature_C,Humidity_pct,Rainfall_7day_mm,Soil_pH,Solar_Radiation_MJm2,Water_Requirement_mm,Irrigate
1277,Sugarcane,Seedling,65.52,26.97,71.46,43.09,6.05,25.58,15.27,No
1278,Sugarcane,Flowering,55.99,27.74,74.51,74.2,6.13,23.44,60.95,Yes
1279,Soybean,Vegetative,21.51,25.7,41.17,12.64,7.49,16.51,47.08,Yes
1280,Tomato,Flowering,23.72,22.1,90.73,66.76,6.61,16.12,39.85,Yes
1281,Soybean,Flowering,36.98,26.48,55.58,33.37,7.79,18.08,50.12,Yes
1282,Maize,Maturation,56.02,15.53,75.78,16.69,7.65,15.9,14.76,No
1283,Soybean,Seedling,29.31,36.35,51.17,44.8,6.1,14.3,12.37,No
1284,Rice,Seedling,24.59,23.79,61.18,57.7,6.91,29.42,26.06,Yes
1285,Wheat,Maturation,51.27,39.54,61.66,22.41,7.32,17.5,31.11,Yes
1286,Sugarcane,Flowering,36.29,22.67,60.67,70.47,5.72,29.54,73.34,Yes
1287,Tomato,Vegetative,62.44,30.92,67.32,44.95,6.81,16.56,23.96,No
1288,Sugarcane,Seedling,18.43,35.79,86.6,55.94,7.72,29.14,31.03,Yes
1289,Soybean,Maturation,54.84,20.8,50.88,18.21,6.59,13.98,21.25,No
1290,Wheat,Vegetative,17.15,26.09,55.76,38.91,5.64,20.57,31.78,Yes
1291,Soybean,Seedling,43.94,41.88,92.39,69.85,6.48,20.78,0,No
1292,Rice,Seedling,43.92,41.3,80.74,42.54,7.9,26.93,39.74,Yes
1293,Rice,Maturation,46.6,41.81,78.87,61.37,6.79,15.54,39.4,Yes
1294,Maize,Flowering,14.38,32.49,52.09,42.22,7.58,26.4,65.68,Yes
1295,Tomato,Seedling,34.09,22.93,70.54,31.2,5.53,16.45,18.98,No
1296,Soybean,Maturation,49.22,20.41,83.4,74.03,8.18,24.3,0,No
1297,Maize,Vegetative,56.38,20.57,41.8,2.1,7.31,26.89,43.27,Yes
1298,Rice,Flowering,62.23,40.07,72.78,16.14,5.99,29.82,102.5,Yes
1299,Cotton,Vegetative,56.34,15.74,87.05,75.55,5.87,28.96,11.18,No
1300,Cotton,Maturation,12.95,26.84,42.91,61.68,7.27,12.49,32.97,Yes
1301,Maize,Seedling,19.77,20.66,91.15,59.25,6.58,29.91,0,No
1302,Rice,Flowering,38.68,28.74,91.42,1.29,6.64,18.4,112.21,Yes
1303,Rice,Flowering,31.62,23.37,34.24,75.68,7.46,14.59,79.76,Yes
1304,Tomato,Maturation,10.95,41.03,77.43,71.79,5.64,26.95,25.79,Yes
1305,Maize,Seedling,17.68,19.21,75.18,60.98,5.68,26.05,3.47,No
1306,Soybean,Maturation,59.4,26.32,41.35,41.49,5.95,26.19,8.06,No
1307,Maize,Flowering,62.74,17.95,40.55,39.8,6.42,22.51,37.76,Yes
1308,Soybean,Seedling,57.0,23.95,87.77,2.74,8.12,28.27,11.55,No
1309,Wheat,Maturation,55.75,34.51,41.03,8.01,6.55,14.45,31.17,Yes
1310,Potato,Maturation,69.0,38.12,64.89,10.75,7.31,22.74,33.32,Yes
1311,Sugarcane,Maturation,38.17,39.38,38.33,52.51,6.6,22.27,52.51,Yes
1312,Cotton,Vegetative,23.16,18.5,91.25,18.04,5.75,11.9,45.49,Yes
1313,Tomato,Flowering,63.22,17.84,44.7,14.77,7.48,16.57,58.29,Yes
1314,Sugarcane,Vegetative,29.68,25.12,39.44,58.91,8.05,24.96,58.13,Yes
1315,Tomato,Seedling,57.65,41.45,30.93,50.77,8.01,14.76,16.71,No
1316,Potato,Maturation,61.46,20.07,86.52,77.66,6.72,29.85,0,No
1317,Potato,Flowering,42.75,18.18,48.15,61.48,8.27,16.75,33.78,Yes
1318,Potato,Maturation,49.79,33.04,52.25,41.53,5.69,17.31,21.47,No
1319,Wheat,Vegetative,15.68,41.33,83.96,9.62,7.64,12.53,53.49,Yes
1320,Rice,Vegetative,33.85,40.41,94.91,15.59,8.02,14.44,90.45,Yes
1321,Wheat,Vegetative,54.0,24.56,69.06,12.14,8.08,20.5,28.5,Yes
1322,Cotton,Vegetative,32.47,17.7,40.77,50.75,7.35,26.86,32.97,Yes
1323,Maize,Maturation,61.5,22.52,92.34,75.91,6.39,28.02,0,No
1324,Potato,Flowering,18.17,40.33,30.02,20.11,7.17,16.23,81.83,Yes
1325,Rice,Seedling,55.31,18.79,61.26,12.82,8.42,29.53,35.27,Yes
1326,Maize,Maturation,33.46,20.22,84.23,5.64,8.39,15.52,31.93,Yes
1327,Tomato,Seedling,53.56,30.82,73.7,16.47,5.93,15.51,18.94,No
1328,Sugarcane,Seedling,56.3,31.16,45.09,35.06,7.97,20.83,33.89,Yes
1329,Potato,Vegetative,14.22,41.43,89.18,27.31,6.32,29.76,51.78,Yes
1330,Rice,Maturation,35.55,19.55,76.13,69.24,6.96,15.82,32.66,Yes
1331,Rice,Seedling,69.86,31.29,68.94,29.0,8.11,23.3,31.24,Yes
1332,Tomato,Seedling,48.28,38.36,48.21,57.92,6.33,15.03,5.59,No
1333,Soybean,Maturation,50.02,21.78,53.18,1.03,7.64,19.71,28.1,Yes
1334,Tomato,Flowering,16.24,36.08,76.05,44.85,8.01,17.52,66.45,Yes
1335,Tomato,Seedling,46.1,30.94,81.58,76.33,7.23,12.35,0,No
1336,Tomato,Maturation,53.1,16.08,72.06,35.22,6.88,27.27,9.38,No
1337,Wheat,Maturation,58.79,31.96,80.55,53.53,5.58,21.34,7.37,No
1338,Rice,Flowering,65.24,36.65,77.39,67.95,6.26,26.37,76.74,Yes
1339,Soybean,Flowering,68.41,21.71,58.99,3.82,6.87,29.82,44.8,Yes
1340,Cotton,Flowering,54.44,35.34,80.76,13.76,7.0,11.78,78.31,Yes
1341,Soybean,Vegetative,28.99,23.26,89.42,7.23,6.72,22.44,37.76,Yes
1342,Cotton,Flowering,61.36,28.11,51.91,35.02,6.58,13.18,54.27,Yes
1343,Maize,Flowering,10.96,20.12,50.18,40.49,7.43,15.92,54.69,Yes
1344,Rice,Vegetative,15.6,34.21,89.46,53.06,8.06,12.92,71.49,Yes
1345,Soybean,Flowering,33.81,39.87,36.74,76.49,7.94,27.75,39.55,Yes
1346,Rice,Flowering,69.97,26.95,32.65,43.84,7.5,15.48,88.51,Yes
1347,Potato,Vegetative,59.99,41.55,45.95,18.07,7.44,14.32,51.55,Yes
1348,Wheat,Maturation,60.28,26.19,65.83,45.45,6.74,26.96,1.42,No
1349,Tomato,Maturation,54.81,34.08,93.82,64.27,6.29,17.4,13.84,No
1350,Soybean,Flowering,14.62,33.72,50.91,66.2,7.61,25.91,42.25,Yes
1351,Maize,Seedling,68.86,36.17,62.98,38.06,6.44,26.15,3.12,No
1352,Cotton,Maturation,26.15,37.59,59.92,35.03,7.27,11.29,43.2,Yes
1353,Maize,Seedling,43.6,30.09,33.74,27.81,8.1,12.96,21.21,No
1354,Sugarcane,Flowering,66.84,34.65,76.38,39.26,7.61,28.85,80.39,Yes
1355,Tomato,Vegetative,49.71,23.37,75.32,24.37,6.2,25.97,33.27,Yes
1356,Soybean,Seedling,68.25,16.43,79.04,47.0,7.82,11.42,0,No
1357,Rice,Maturation,53.82,34.78,46.17,48.12,7.78,13.59,50.13,Yes
1358,Potato,Seedling,29.91,17.54,56.23,56.07,7.56,26.1,3.54,No
1359,Tomato,Maturation,18.31,24.27,36.23,28.41,7.62,27.58,39.54,Yes
1360,Tomato,Vegetative,23.6,41.61,71.15,27.18,7.76,20.48,60.59,Yes
1361,Wheat,Seedling,68.92,16.6,54.25,13.48,8.39,20.58,1.79,No
1362,Wheat,Flowering,61.56,40.8,42.25,49.67,6.05,14.37,36.43,Yes
1363,Soybean,Seedling,62.33,39.64,68.98,45.92,8.17,24.13,5.84,No
1364,Maize,Maturation,11.82,16.05,64.94,76.64,8.32,26.14,3.76,No
1365,Sugarcane,Flowering,16.47,33.44,68.36,13.39,5.8,13.86,117.03,Yes
1366,Soybean,Maturation,65.72,29.8,55.27,35.83,5.85,21.09,15.77,No
1367,Soybean,Vegetative,31.94,21.47,83.14,15.07,6.71,17.17,41.25,Yes
1368,Rice,Seedling,49.81,23.65,64.28,46.01,7.1,17.88,17.97,No
1369,Cotton,Flowering,29.22,27.09,42.87,75.54,6.78,18.7,51.86,Yes
1370,Rice,Flowering,43.68,31.46,49.88,79.38,7.81,25.42,78.85,Yes
1371,Wheat,Seedling,21.28,17.41,87.99,59.83,7.21,13.47,0,No
1372,Wheat,Seedling,68.01,25.39,52.86,43.02,7.97,23.68,0,No
1373,Tomato,Vegetative,40.52,33.39,32.91,17.16,6.87,13.71,58.46,Yes
1374,Cotton,Maturation,22.4,32.29,31.01,73.77,6.12,23.79,30.93,Yes
1375,Sugarcane,Seedling,64.26,32.81,89.49,26.46,6.03,17.8,26.8,Yes
1376,Tomato,Seedling,19.36,31.17,70.41,20.65,8.27,23.61,39.95,Yes
1377,Sugarcane,Vegetative,66.42,32.64,89.39,32.74,5.53,26.47,51.63,Yes
1378,Cotton,Maturation,25.21,15.28,75.01,3.34,7.8,12.58,46.24,Yes
1379,Cotton,Seedling,48.26,18.11,88.64,39.08,6.05,16.55,4.51,No
1380,Tomato,Flowering,42.18,22.69,67.06,8.68,5.86,26.46,65.08,Yes
1381,Cotton,Seedling,43.28,28.45,38.26,79.64,6.91,12.19,0.65,No
1382,Maize,Seedling,55.75,36.77,45.71,49.23,6.81,12.86,15.27,No
1383,Wheat,Vegetative,56.11,34.57,32.84,1.14,5.96,27.19,45.71,Yes
1384,Potato,Vegetative,64.09,16.52,54.7,75.75,7.02,14.5,0,No
1385,Cotton,Flowering,49.48,26.85,86.64,5.55,6.24,20.57,69.85,Yes
1386,Soybean,Seedling,16.68,16.76,63.67,1.4,7.66,24.48,26.9,Yes
1387,Soybean,Flowering,12.31,39.34,74.48,0.47,5.51,11.17,78.19,Yes
1388,Cotton,Seedling,43.82,17.0,72.18,72.86,8.31,22.9,0,No
1389,Sugarcane,Maturation,36.98,35.2,74.39,49.01,6.54,29.76,40.24,Yes
1390,Maize,Maturation,42.19,24.72,39.39,50.97,6.02,29.35,18.39,No
1391,Sugarcane,Vegetative,32.08,15.57,82.35,11.52,6.88,24.21,65.43,Yes
1392,Tomato,Vegetative,60.41,24.53,91.22,33.69,6.75,24.67,25.38,Yes
1393,Potato,Maturation,37.81,24.12,73.25,10.65,7.09,14.92,31.95,Yes
1394,Soybean,Maturation,42.89,35.63,56.53,51.52,6.14,12.83,14.33,No
1395,Rice,Maturation,28.02,37.49,80.35,49.89,5.65,14.34,53.13,Yes
1396,Tomato,Maturation,20.82,26.96,75.11,30.88,7.5,15.47,34.97,Yes
1397,Maize,Maturation,44.5,36.62,39.79,25.32,6.24,24.77,38.14,Yes
1398,Wheat,Seedling,57.22,17.32,30.56,68.98,5.66,27.05,0,No
1399,Soybean,Flowering,22.18,19.07,43.85,67.25,6.59,28.18,27.31,Yes
1400,Potato,Flowering,52.22,22.82,36.6,44.95,8.2,13.04,39.08,Yes
1401,Tomato,Seedling,41.94,31.69,40.29,44.19,6.91,29.67,15.05,No
1402,Rice,Vegetative,64.55,17.62,32.56,70.42,6.92,19.54,33.15,Yes
1403,Wheat,Flowering,65.86,30.79,41.82,71.52,8.41,28.93,10.05,No
1404,Rice,Flowering,14.13,18.64,49.51,31.49,5.95,29.86,101.54,Yes
1405,Cotton,Flowering,27.54,36.41,81.13,28.38,8.45,19.89,74.36,Yes
1406,Maize,Flowering,61.08,20.18,48.22,41.63,8.25,19.79,33.39,Yes
1407,Maize,Seedling,48.96,33.91,47.1,79.69,6.51,15.46,0,No
1408,Rice,Flowering,43.08,18.53,93.59,49.93,7.7,10.38,76.45,Yes
1409,Tomato,Vegetative,64.27,25.26,32.34,53.75,7.59,16.71,25.7,Yes
1410,Tomato,Maturation,52.44,18.57,52.51,20.93,6.08,15.63,18.98,No
1411,Rice,Maturation,65.13,17.29,73.3,25.49,7.03,12.27,39.06,Yes
1412,Rice,Vegetative,14.46,25.08,40.01,64.12,7.84,27.27,62.17,Yes
1413,Wheat,Seedling,54.19,24.21,89.08,5.63,7.25,29.31,13.67,No
1414,Soybean,Seedling,46.75,16.52,39.02,73.44,8.28,13.71,0,No
1415,Rice,Seedling,35.98,33.51,43.66,57.36,6.66,22.51,34.14,Yes
1416,Potato,Vegetative,38.15,34.75,68.47,68.87,6.83,20.15,29.01,Yes
1417,Rice,Vegetative,68.45,22.11,87.08,46.03,6.07,12.48,45.37,Yes
1418,Soybean,Vegetative,19.75,32.15,68.5,48.12,7.02,15.71,32.55,Yes
1419,Tomato,Flowering,59.47,34.86,64.49,52.39,8.4,15.03,47.26,Yes
1420,Rice,Maturation,30.65,34.79,70.29,65.42,5.74,25.29,44.22,Yes
1421,Potato,Seedling,68.63,33.21,50.7,61.71,8.24,23.96,0,No
1422,Sugarcane,Flowering,37.05,35.04,61.23,39.98,7.79,16.27,90.87,Yes
1423,Cotton,Vegetative,45.23,16.15,52.94,37.2,6.88,28.47,38.86,Yes
1424,Potato,Maturation,37.13,18.84,78.79,33.57,5.57,12.79,10.01,No
1425,Soybean,Maturation,69.39,32.07,55.96,1.12,7.87,23.24,31.82,Yes
1426,Maize,Vegetative,15.69,25.56,39.74,26.99,5.57,17.84,54.27,Yes
1427,Sugarcane,Flowering,23.66,28.14,77.04,34.63,8.34,13.2,96.71,Yes
1428,Rice,Seedling,67.18,34.06,69.51,11.32,7.06,19.88,39.09,Yes
1429,Cotton,Maturation,39.43,40.84,71.05,27.09,6.43,22.37,42.6,Yes
1430,Sugarcane,Flowering,53.49,36.79,86.17,29.57,8.41,11.26,89.21,Yes
1431,Potato,Flowering,35.02,20.66,51.2,18.68,8.12,16.25,64.94,Yes
1432,Sugarcane,Flowering,44.63,23.94,42.63,10.17,6.47,22.65,97.26,Yes
1433,Cotton,Vegetative,58.8,21.73,66.61,71.24,6.44,27.61,12.98,No
1434,Soybean,Seedling,41.75,27.49,88.53,75.77,7.68,11.34,0,No
1435,Tomato,Vegetative,57.48,22.46,39.3,67.82,5.68,14.93,14.38,No
1436,Potato,Vegetative,57.02,40.83,61.51,25.13,8.15,14.0,42.08,Yes
1437,Cotton,Seedling,27.74,16.64,87.51,41.88,7.01,14.96,4.83,No
1438,Wheat,Flowering,25.66,18.89,31.64,52.13,7.79,11.57,36.81,Yes
1439,Potato,Vegetative,36.8,25.31,40.2,35.53,6.44,28.74,35.82,Yes
1440,Potato,Flowering,19.77,18.47,92.15,9.91,8.1,21.05,61.13,Yes
1441,Soybean,Vegetative,28.92,34.45,65.76,50.31,7.44,17.91,29.33,Yes
1442,Wheat,Flowering,29.44,35.43,32.56,40.94,7.67,24.27,55.77,Yes
1443,Potato,Seedling,65.62,18.78,36.65,13.07,7.64,11.84,8.94,No
1444,Rice,Maturation,30.61,16.88,56.04,4.97,6.75,25.79,65.54,Yes
1445,Maize,Seedling,58.86,27.11,37.49,72.91,6.28,14.79,0,No
1446,Wheat,Vegetative,38.72,16.14,79.3,76.0,8.36,12.75,0,No
1447,Soybean,Flowering,33.25,32.13,55.73,40.82,6.37,10.47,48.95,Yes
1448,Rice,Seedling,22.01,15.97,44.92,39.32,6.55,11.61,29.54,Yes
1449,Soybean,Vegetative,33.83,19.11,30.48,50.21,7.37,15.31,20.98,No
1450,Cotton,Flowering,30.07,23.83,46.92,9.53,6.36,10.58,82.85,Yes
1451,Tomato,Vegetative,21.09,16.12,82.3,59.43,8.12,14.0,18.9,No
1452,Cotton,Flowering,31.66,16.47,70.7,45.35,8.15,15.05,50.61,Yes
1453,Wheat,Flowering,10.74,37.4,85.92,16.51,8.34,17.77,59.94,Yes
1454,Maize,Maturation,38.81,31.11,81.68,53.36,8.31,11.55,23.07,No
1455,Rice,Seedling,61.16,31.72,85.72,75.74,8.29,16.07,2.33,No
1456,Maize,Seedling,13.21,20.81,42.4,33.85,8.13,11.52,24.71,No
1457,Tomato,Seedling,27.85,15.94,37.8,11.35,6.87,28.64,33.88,Yes
1458,Rice,Seedling,62.82,40.17,41.35,9.01,7.67,19.1,50.6,Yes
1459,Sugarcane,Flowering,11.35,30.21,34.11,55.34,6.15,17.95,97.75,Yes
1460,Tomato,Maturation,34.75,41.27,67.49,3.52,5.69,25.39,56.81,Yes
1461,Sugarcane,Flowering,53.13,20.47,47.37,53.7,8.39,13.76,70.64,Yes
1462,Wheat,Maturation,43.54,33.98,81.48,57.25,7.73,15.73,0.84,No
1463,Rice,Flowering,37.38,27.76,40.65,52.69,6.61,21.02,95.79,Yes
1464,Soybean,Maturation,20.44,25.85,60.39,27.79,6.38,26.28,34.43,Yes
1465,Potato,Maturation,31.62,26.66,69.14,70.78,6.5,17.17,3.01,No
1466,Maize,Seedling,30.61,39.79,93.88,11.6,6.52,22.65,34.75,Yes
1467,Maize,Vegetative,68.63,36.39,83.6,31.71,7.97,27.61,33.02,Yes
1468,Rice,Seedling,25.28,29.86,91.25,59.18,7.55,25.75,25.27,Yes
1469,Potato,Seedling,29.53,37.58,54.27,74.95,7.07,26.39,7.18,No
1470,Tomato,Seedling,23.55,32.39,40.12,55.52,7.76,24.32,22.45,No
1471,Rice,Maturation,18.66,16.95,91.76,19.35,6.72,26.5,54.35,Yes
1472,Cotton,Seedling,10.97,22.99,43.46,66.21,7.54,11.34,14.03,No
1473,Potato,Seedling,35.32,24.65,56.2,55.83,6.4,17.75,4.07,No
1474,Potato,Seedling,50.75,41.38,62.5,28.12,6.27,19.47,26.44,Yes
1475,Tomato,Seedling,35.36,30.85,87.24,75.93,7.55,29.89,0,No
1476,Rice,Maturation,25.13,17.49,45.95,66.45,7.39,11.88,42.09,Yes
1477,Tomato,Flowering,24.48,41.57,32.23,24.79,7.83,27.09,85.88,Yes
1478,Wheat,Vegetative,45.61,33.23,31.84,40.5,5.71,13.62,32.33,Yes
1479,Sugarcane,Maturation,58.08,29.46,77.08,20.26,5.85,20.33,49.16,Yes
1480,Maize,Seedling,27.42,23.95,37.13,12.38,8.01,13.98,33.35,Yes
1481,Potato,Vegetative,10.34,35.94,82.44,72.43,7.82,10.88,33.16,Yes
1482,Potato,Vegetative,52.83,36.83,91.62,9.29,5.99,12.64,48.44,Yes
1483,Wheat,Maturation,39.77,36.45,57.95,56.67,8.19,17.37,10.22,No
1484,Wheat,Flowering,36.18,33.96,34.35,6.98,8.13,23.29,62.71,Yes
1485,Potato,Maturation,40.43,21.57,90.31,11.0,5.57,11.73,27.81,Yes
1486,Soybean,Flowering,38.67,41.21,72.66,46.57,5.85,10.8,51.15,Yes
1487,Cotton,Vegetative,28.02,35.16,55.4,29.75,7.03,10.24,57.4,Yes
1488,Wheat,Flowering,62.82,18.7,89.85,68.85,7.9,13.77,1.07,No
1489,Potato,Maturation,38.72,17.67,55.21,50.67,7.12,26.08,10.98,No
1490,Maize,Seedling,38.66,41.73,34.72,13.18,7.38,18.27,41.36,Yes
1491,Soybean,Vegetative,59.68,25.97,78.9,3.43,6.46,17.89,36.06,Yes
1492,Soybean,Maturation,36.99,37.58,44.61,72.6,6.94,28.99,17.8,No
1493,Tomato,Vegetative,24.48,29.07,62.31,6.0,7.3,18.35,57.78,Yes
1494,Maize,Seedling,32.17,25.62,60.19,64.54,8.25,16.07,0,No
1495,Soybean,Flowering,61.32,27.69,61.71,60.59,8.02,21.79,19.85,No
1496,Maize,Maturation,30.22,33.67,93.39,42.62,7.35,11.26,22.85,No
1497,Sugarcane,Flowering,62.49,31.05,44.81,74.15,6.47,14.79,70.45,Yes
1498,Cotton,Flowering,41.06,26.11,47.15,33.91,7.48,25.37,73.43,Yes
1499,Maize,Flowering,21.4,33.52,76.32,44.23,6.11,19.25,55.71,Yes
1500,Sugarcane,Vegetative,22.34,36.33,83.98,14.65,7.44,19.94,86.02,Yes
1501,Cotton,Maturation,39.06,22.31,66.93,42.99,5.94,22.12,23.56,No
1502,Tomato,Seedling,13.99,36.92,46.56,39.6,8.3,21.01,41.97,Yes
1503,Sugarcane,Maturation,21.95,16.38,57.8,78.54,7.29,19.53,24.24,No
1504,Maize,Seedling,31.68,36.64,33.54,67.77,6.33,20.97,12.71,No
1505,Sugarcane,Vegetative,57.03,40.0,74.64,16.39,8.17,21.33,78.51,Yes
1506,Sugarcane,Flowering,35.79,21.22,70.19,45.65,6.3,21.05,80.98,Yes
1507,Cotton,Vegetative,11.38,30.77,79.55,13.75,8.4,17.67,66.71,Yes
1508,Maize,Seedling,44.27,31.58,93.32,64.76,5.87,14.92,0,No
1509,Tomato,Vegetative,24.52,31.46,87.97,73.41,6.34,10.06,24.94,No
1510,Tomato,Maturation,22.8,17.71,35.33,56.99,6.83,24.78,17.43,No
1511,Tomato,Maturation,11.38,35.66,43.33,53.86,6.81,27.5,39.21,Yes
1512,Tomato,Maturation,46.39,25.07,75.72,48.08,7.6,17.55,15.62,No
1513,Tomato,Vegetative,23.08,24.54,47.82,57.19,8.2,17.59,41.12,Yes
1514,Cotton,Seedling,37.13,36.6,55.28,27.61,6.64,19.82,27.03,Yes
1515,Potato,Maturation,15.37,21.88,44.86,29.33,8.49,19.57,37.84,Yes
1516,Cotton,Seedling,68.75,24.84,79.45,7.2,8.25,11.85,21.98,No
1517,Wheat,Flowering,14.76,40.16,59.45,23.45,8.08,15.57,66.95,Yes
1518,Sugarcane,Vegetative,41.23,21.26,36.0,4.17,7.46,25.69,77.94,Yes
1519,Maize,Flowering,42.88,40.43,88.17,18.9,7.92,13.91,64.76,Yes
1520,Rice,Flowering,59.04,19.83,38.07,37.0,7.78,24.46,84.95,Yes
1521,Maize,Vegetative,24.74,15.24,85.6,61.31,7.04,10.41,13.77,No
1522,Maize,Vegetative,12.9,19.21,38.6,68.94,8.0,21.48,25.92,Yes
1523,Sugarcane,Maturation,24.75,19.73,37.14,19.86,7.42,25.09,62.05,Yes
1524,Wheat,Flowering,37.65,36.57,74.04,31.6,7.12,18.08,47.98,Yes
1525,Potato,Flowering,57.18,30.59,84.45,32.42,6.25,28.74,48.18,Yes
1526,Maize,Seedling,22.41,31.19,53.89,23.88,7.31,18.25,35.1,Yes
1527,Tomato,Flowering,32.42,23.49,42.92,1.28,6.81,22.77,81.36,Yes
1528,Maize,Flowering,33.78,18.84,88.53,72.29,6.26,17.98,29.43,Yes
1529,Potato,Flowering,62.94,27.51,57.03,4.11,8.34,27.94,60.94,Yes
1530,Wheat,Flowering,37.91,25.44,72.47,34.67,7.29,17.1,35.31,Yes
1531,Potato,Seedling,66.04,38.45,61.16,28.2,6.08,28.44,19.77,No
1532,Maize,Flowering,13.59,28.76,70.99,29.7,6.85,16.68,72.64,Yes
1533,Potato,Flowering,47.31,22.69,33.31,41.36,5.87,18.77,40.97,Yes
1534,Wheat,Seedling,69.92,19.14,83.61,26.41,7.64,24.63,0,No
1535,Sugarcane,Vegetative,18.53,39.7,36.06,30.71,6.68,10.84,87.16,Yes
1536,Cotton,Maturation,44.16,26.27,83.68,12.13,7.14,15.1,44.76,Yes
1537,Cotton,Seedling,69.46,19.41,32.43,58.18,7.86,14.38,0,No
1538,Potato,Seedling,14.8,27.41,88.46,49.34,8.44,27.01,11.15,No
1539,Sugarcane,Flowering,47.89,23.82,40.11,54.56,7.65,20.4,77.37,Yes
1540,Cotton,Vegetative,58.9,26.71,47.69,75.2,6.4,29.46,23.02,No
1541,Tomato,Seedling,67.13,23.11,86.1,8.52,5.94,14.47,12.75,No
1542,Cotton,Maturation,64.31,40.0,75.33,40.47,6.74,18.0,21.69,No
1543,Soybean,Flowering,14.87,19.39,61.28,74.27,5.7,16.28,31.7,Yes
1544,Tomato,Vegetative,34.85,41.42,51.7,29.63,6.42,19.73,55.57,Yes
1545,Potato,Maturation,45.31,25.94,85.21,22.92,7.33,13.3,24.83,No
1546,Tomato,Seedling,16.04,17.22,77.93,12.0,6.79,27.93,28.92,Yes
1547,Maize,Seedling,10.13,19.79,38.68,78.7,6.6,23.71,1.94,No
1548,Rice,Seedling,19.91,23.36,36.5,79.71,5.75,10.79,17.9,No
1549,Wheat,Vegetative,57.37,39.22,83.57,39.23,6.3,15.83,22.88,No
1550,Sugarcane,Vegetative,13.9,31.37,46.9,51.48,7.6,11.92,71.77,Yes
1551,Cotton,Flowering,11.92,38.01,73.23,55.59,7.93,17.18,69.86,Yes
1552,Tomato,Maturation,58.42,21.35,94.0,24.75,6.48,14.81,16.1,No
1553,Maize,Vegetative,12.21,16.59,86.88,11.81,8.49,12.52,45.03,Yes
1554,Soybean,Flowering,44.76,34.4,58.3,9.81,7.43,28.85,59.56,Yes
1555,Sugarcane,Vegetative,63.74,32.72,53.67,31.26,6.54,10.98,65.93,Yes
1556,Tomato,Vegetative,58.75,27.51,92.83,62.7,8.09,18.99,9.68,No
1557,Soybean,Maturation,49.5,40.87,78.85,69.45,6.05,27.38,8.51,No
1558,Rice,Maturation,62.53,24.03,32.73,11.23,7.04,19.91,58.64,Yes
1559,Sugarcane,Vegetative,53.25,26.28,80.11,50.52,7.63,26.0,48.29,Yes
1560,Potato,Vegetative,22.66,23.98,72.81,58.92,7.01,20.62,25.9,Yes
1561,Cotton,Maturation,56.18,34.74,32.56,77.13,7.27,15.8,18.18,No
1562,Sugarcane,Flowering,11.07,30.91,92.73,5.02,7.99,18.34,115.31,Yes
1563,Potato,Vegetative,65.39,37.54,44.49,21.18,8.17,27.04,44.43,Yes
1564,Sugarcane,Maturation,25.92,29.33,32.64,76.16,6.85,17.94,35.05,Yes
1565,Tomato,Seedling,67.52,36.66,47.79,65.15,7.14,18.34,0,No
1566,Sugarcane,Seedling,39.8,30.66,64.72,44.19,7.84,27.1,28.72,Yes
1567,Tomato,Flowering,20.63,32.71,30.92,34.36,6.49,14.91,73.74,Yes
1568,Sugarcane,Vegetative,49.45,33.14,57.01,72.48,6.11,13.28,48.11,Yes
1569,Rice,Flowering,28.57,29.64,65.66,5.49,8.45,27.46,117.84,Yes
1570,Cotton,Seedling,56.72,36.45,91.38,77.21,5.84,19.03,0,No
1571,Rice,Maturation,40.65,27.99,69.93,62.84,6.57,11.84,39.65,Yes
1572,Sugarcane,Seedling,64.66,31.75,93.01,61.32,8.48,13.25,11.79,No
1573,Soybean,Vegetative,41.33,33.62,42.62,79.29,7.77,17.03,13.73,No
1574,Tomato,Seedling,58.44,35.95,56.16,13.4,7.36,19.67,29.77,Yes
1575,Rice,Vegetative,60.07,40.21,80.75,44.6,6.87,16.44,60.35,Yes
1576,Wheat,Maturation,21.28,30.42,31.11,53.17,6.62,16.77,26.3,Yes
1577,Wheat,Flowering,61.72,17.3,84.8,47.57,7.18,12.33,14.45,No
1578,Soybean,Seedling,47.5,15.88,84.29,25.37,6.44,26.44,2.01,No
1579,Sugarcane,Seedling,61.52,16.48,49.51,77.13,5.91,15.17,0,No
1580,Soybean,Maturation,68.88,41.33,53.65,39.86,7.72,18.14,19.72,No
1581,Wheat,Flowering,29.67,34.22,86.52,74.51,7.31,27.03,23.9,No
1582,Sugarcane,Flowering,29.1,18.34,67.47,46.58,5.74,10.98,82.14,Yes
1583,Sugarcane,Seedling,58.69,29.82,67.53,55.24,6.39,21.05,12.75,No
1584,Wheat,Flowering,65.13,26.34,72.76,21.52,5.66,11.37,38.94,Yes
1585,Wheat,Seedling,63.48,16.15,82.62,32.48,5.82,13.18,0,No
1586,Cotton,Seedling,30.04,20.0,89.68,56.06,5.81,26.24,0.14,No
1587,Potato,Vegetative,53.72,18.42,77.96,65.77,7.55,14.77,0.87,No
1588,Sugarcane,Vegetative,39.56,21.42,57.93,49.06,6.67,26.5,56.57,Yes
1589,Sugarcane,Flowering,18.17,41.29,56.75,46.27,6.31,22.33,109.23,Yes
1590,Sugarcane,Maturation,10.09,18.09,68.4,59.74,7.57,21.53,36.3,Yes
